Student_ID,WAEC_Subjects,WAEC_Grades,JAMB_Subjects,JAMB_Score,JAMB_Cutoff,Post_UTME_Score,Aggregate_Score,Course_Cutoff,Admitted_Course
fe050b9a,"Literature in English, Agricultural Science, English Language, Chemistry, Financial Accounting","B3, C5, C6, E8, B3","Commerce, Literature in English, Mathematics, Government",302,150,46,60.75,50,ND Library &  Information Science
0324449d,"Financial Accounting, Literature in English, Agricultural Science, Chemistry, Government","C4, D7, A1, E8, F9","English Language, Geography, Literature in English, Biology",287,160,66,68.88,50,B.Sc Biology Education
9a9e8096,"Civic Education, Financial Accounting, English Language, Mathematics, Literature in English","C5, C6, C4, C5, A1","Economics, Commerce, Geography, English Language",150,160,84,60.75,50,None
01cdaeae,"Mathematics, Physics, Commerce, Government, Economics","F9, D7, E8, E8, E8","Literature in English, English Language, Chemistry, Physics",163,150,50,45.38,64.38,None
13274183,"Commerce, Government, Literature in English, Chemistry, Physics","B3, C6, C5, B2, B2","Government, Chemistry, Mathematics, English Language",222,150,67,61.25,56.5,ND Office Technology & Mgt
4f063be9,"Economics, Geography, Civic Education, Agricultural Science, Literature in English","C5, B2, C6, C4, C4","Economics, Government, Commerce, Biology",170,150,86,64.25,50,ND Statistics
0864b358,"Civic Education, Geography, Mathematics, English Language, Agricultural Science","C4, C5, F9, B2, B3","English Language, Mathematics, Physics, Geography",191,160,25,36.38,50,None
10f6aaa5,"Geography, Mathematics, Commerce, Agricultural Science, Economics","C5, D7, B2, F9, F9","Physics, Commerce, Literature in English, Biology",189,150,99,73.12,59.25,ND Mechatronics Engineering
4d1de6df,"English Language, Chemistry, Civic Education, Geography, Government","A1, A1, C5, C4, C4","Physics, English Language, Mathematics, Chemistry",334,150,67,75.25,63.25,ND Public Administration
029c1566,"Government, Mathematics, English Language, Civic Education, Chemistry","B3, A1, B2, F9, F9","Government, Physics, English Language, Economics",348,150,46,66.5,58,ND Architectural Technology
c92661bc,"English Language, Agricultural Science, Civic Education, Biology, Economics","C4, C5, B2, B3, A1","Government, English Language, Economics, Biology",291,150,35,53.88,50,ND Textile Technology
9debf0bf,"Geography, Chemistry, Commerce, Agricultural Science, Civic Education","A1, C6, B2, B2, B2","Government, Mathematics, Physics, Economics",157,150,80,59.62,56.5,ND Office Technology & Mgt
74d4614d,"Biology, Mathematics, Financial Accounting, Economics, Chemistry","E8, C4, A1, B2, E8","English Language, Economics, Government, Commerce",248,150,45,53.5,63.25,None
59e40088,"Commerce, Biology, Agricultural Science, Geography, Civic Education","C4, C4, C4, C5, C4","Commerce, Physics, English Language, Biology",230,150,33,45.25,61.5,None
ce356e6a,"Government, Commerce, Biology, Financial Accounting, Mathematics","B2, D7, F9, C4, A1","Government, English Language, Economics, Commerce",229,150,21,39.12,58.38,None
b72792c1,"Commerce, Economics, Government, Agricultural Science, Financial Accounting","D7, C6, B3, D7, A1","Mathematics, English Language, Economics, Commerce",308,150,33,55,54.88,ND Nutrition & Dietetics
e56ca30d,"Financial Accounting, Biology, Physics, Chemistry, Agricultural Science","B2, B3, C5, C4, C6","Commerce, Government, Economics, Chemistry",294,150,24,48.75,50,None
59ea185b,"Financial Accounting, Geography, Civic Education, Literature in English, Commerce","A1, E8, B2, B2, B2","Economics, Geography, Commerce, Government",158,160,27,33.25,50,None
5439851d,"Physics, Civic Education, Mathematics, Literature in English, Geography","E8, B2, F9, C4, A1","Geography, Biology, Mathematics, Commerce",162,160,63,51.75,50,B.Sc Computer Education
84466334,"Biology, Government, Mathematics, Physics, English Language","C6, C6, B2, D7, C5","Literature in English, Commerce, Economics, Chemistry",275,150,90,79.38,58.5,ND Business Administration & Management
b2c8397c,"Physics, Financial Accounting, Government, Mathematics, Commerce","C4, C6, B3, B2, A1","Physics, Economics, Mathematics, Commerce",279,150,88,78.88,59.25,ND Mechatronics Engineering
5acaa6fa,"Commerce, Civic Education, Government, Chemistry, Biology","F9, B3, A1, C4, C6","Physics, Mathematics, English Language, Economics",241,150,28,44.12,54,None
3eb118ad,"Government, English Language, Literature in English, Biology, Economics","F9, E8, B3, F9, B3","Commerce, Government, Economics, English Language",328,150,82,82,56.75,ND Chemical Engineering
dc14c97a,"Biology, English Language, Literature in English, Civic Education, Geography","C5, C5, C5, A1, E8","Chemistry, Biology, Physics, Government",211,150,60,56.38,54.75,ND Marine Engineering
1ba9e82d,"Geography, Commerce, Economics, Civic Education, Government","C4, E8, B2, E8, C4","Government, Chemistry, Economics, Literature in English",203,150,86,68.38,56.75,ND Chemical Engineering
b77add7d,"Chemistry, Agricultural Science, Biology, Economics, Physics","C6, B3, D7, B3, C6","Chemistry, Literature in English, English Language, Biology",345,150,44,65.12,56.5,ND Office Technology & Mgt
bf7ad6c4,"Physics, Agricultural Science, Geography, Financial Accounting, Economics","C5, C4, B3, A1, C4","Biology, Commerce, Chemistry, Economics",345,150,70,78.12,50,ND Agricultural Technology
86a915fc,"Government, Financial Accounting, Agricultural Science, Physics, Commerce","C5, C5, B3, B3, E8","Economics, Literature in English, Commerce, Geography",203,150,37,43.88,50,None
a3e5d2aa,"Commerce, Mathematics, Agricultural Science, Physics, Literature in English","B3, B2, A1, F9, E8","Commerce, Economics, Literature in English, Chemistry",185,150,69,57.62,56.75,ND Chemical Engineering
a732198f,"Geography, Physics, Economics, Civic Education, Government","F9, C6, D7, C6, B3","Geography, Physics, Commerce, Government",257,150,89,76.62,54,ND Hospitality Management
c2af8b57,"Literature in English, Government, Economics, Biology, English Language","C6, D7, C5, B2, F9","Mathematics, Commerce, Chemistry, Government",257,160,76,70.12,50,B.Sc Mathematics Education
385360f1,"Agricultural Science, Geography, Literature in English, Physics, Commerce","E8, D7, D7, C6, B3","Government, English Language, Economics, Literature in English",222,150,100,77.75,54,ND Hospitality Management
3ace0ae5,"Literature in English, Economics, Government, Chemistry, Financial Accounting","A1, A1, C5, C4, C4","English Language, Biology, Geography, Mathematics",288,150,28,50,50,ND Library &  Information Science
de684411,"Government, Literature in English, Economics, Commerce, Mathematics","D7, B2, C4, C4, C6","Mathematics, Biology, Literature in English, Commerce",184,150,43,44.5,59.25,None
c0e79af6,"Mathematics, Literature in English, Civic Education, Government, Biology","B2, C6, F9, C6, F9","Chemistry, English Language, Government, Economics",323,150,41,60.88,50,ND Surveying & Geo-Informatics
f240fd09,"Biology, English Language, Civic Education, Geography, Financial Accounting","A1, C5, B2, B2, A1","Commerce, Geography, Government, English Language",274,150,71,69.75,50,ND Agricultural Technology
e85499d0,"Physics, Financial Accounting, Civic Education, Agricultural Science, Geography","E8, C5, B2, C6, B3","Economics, Geography, Chemistry, Government",180,160,27,36,50,None
0879402e,"Financial Accounting, Agricultural Science, Literature in English, Chemistry, Biology","C5, B2, A1, C5, D7","Commerce, Government, Geography, Literature in English",194,150,81,64.75,54.38,ND Banking & Finance
28c3bf34,"Commerce, Financial Accounting, Agricultural Science, Civic Education, Chemistry","F9, D7, B3, B2, B2","Economics, English Language, Government, Geography",260,150,54,59.5,56.75,ND Chemical Engineering
6b18db03,"Civic Education, Mathematics, Financial Accounting, Physics, Geography","D7, B2, A1, B3, C6","Geography, Government, Literature in English, Physics",230,150,24,40.75,61.75,None
81256dc2,"Commerce, Biology, Physics, Geography, Chemistry","C5, C4, B3, C4, B2","Literature in English, Commerce, English Language, Economics",270,150,100,83.75,50,ND Surveying & Geo-Informatics
ec50a002,"English Language, Commerce, Agricultural Science, Economics, Chemistry","F9, A1, B2, B2, B3","Biology, Literature in English, English Language, Government",200,150,69,59.5,50,ND Leisure & Tourism
7e2d728b,"Physics, Commerce, Literature in English, Biology, Financial Accounting","B2, E8, B2, C5, C4","English Language, Geography, Mathematics, Government",270,150,47,57.25,50,ND Library &  Information Science
382e3a30,"Civic Education, Geography, Literature in English, Physics, Economics","F9, C5, C4, A1, C5","Literature in English, Biology, Government, Geography",262,150,61,63.25,60.38,ND Fashion Design
c7084a9c,"Mathematics, Civic Education, Chemistry, Agricultural Science, Literature in English","A1, C5, B3, A1, A1","Government, English Language, Commerce, Chemistry",216,160,68,61,50,B.Sc Computer Education
764efec1,"Commerce, Economics, Physics, Mathematics, Literature in English","E8, C5, E8, C4, C5","Government, Chemistry, Economics, Geography",163,150,86,63.38,54.75,ND Marine Engineering
431d4854,"Literature in English, Physics, Civic Education, Economics, Mathematics","C6, C6, A1, B2, C5","Geography, Chemistry, Biology, Mathematics",330,160,73,77.75,50,B.Sc Biology Education
d80d4b36,"Agricultural Science, Economics, Mathematics, Financial Accounting, English Language","C6, F9, D7, D7, A1","Physics, Geography, Commerce, Economics",253,150,96,79.62,56.25,ND Estate Management
6315723a,"Commerce, Chemistry, Physics, Literature in English, Mathematics","B3, C4, D7, D7, F9","Mathematics, Chemistry, Commerce, Literature in English",282,160,21,45.75,50,None
9ceb1258,"Chemistry, Literature in English, Mathematics, Commerce, Agricultural Science","F9, B3, D7, C6, B3","Economics, Chemistry, Physics, Literature in English",247,150,36,48.88,58.38,None
a514b5de,"Government, English Language, Chemistry, Agricultural Science, Biology","F9, D7, C6, D7, D7","Government, Literature in English, Geography, Mathematics",197,160,24,36.62,50,None
42a29552,"Civic Education, Government, Literature in English, Commerce, Economics","F9, F9, E8, C6, C4","English Language, Literature in English, Mathematics, Biology",280,150,50,60,59.75,ND Accountancy
add05b4f,"Mathematics, Financial Accounting, Commerce, Agricultural Science, Civic Education","F9, F9, F9, B2, C6","English Language, Economics, Government, Biology",277,150,24,46.62,64.38,None
33cb1242,"Government, Geography, Agricultural Science, Civic Education, Physics","A1, A1, D7, C6, C5","Biology, Economics, Literature in English, Mathematics",288,150,60,66,58.5,ND General Art
6c0df85b,"English Language, Agricultural Science, Mathematics, Literature in English, Economics","F9, A1, C4, A1, B3","Mathematics, Chemistry, Geography, Commerce",278,150,58,63.75,56.25,ND Estate Management
a707c893,"Commerce, Economics, Civic Education, Government, Mathematics","E8, B2, C6, B2, A1","Chemistry, Literature in English, Mathematics, Physics",160,150,41,40.5,54.88,None
96cd0be7,"Mathematics, Biology, Literature in English, Physics, Government","E8, C6, B3, B2, F9","Government, Commerce, Literature in English, Physics",279,150,28,48.88,50.88,None
d9744600,"Mathematics, Government, Literature in English, Physics, Economics","C6, C5, F9, B2, B3","Commerce, Geography, Literature in English, Government",289,160,35,53.62,50,B.Sc Integrated Science
17fe915e,"English Language, Government, Chemistry, Literature in English, Economics","C6, D7, B3, B2, D7","Commerce, Geography, Chemistry, Economics",337,150,67,75.62,50,ND Welding & Fabrication
caaa7e37,"Civic Education, Government, Financial Accounting, Agricultural Science, Economics","D7, B2, A1, A1, C4","Physics, Mathematics, Government, Literature in English",287,150,68,69.88,50,ND Surveying & Geo-Informatics
313b3718,"Economics, Agricultural Science, Financial Accounting, Physics, English Language","C6, A1, C4, C4, C6","Commerce, Literature in English, Geography, Biology",163,150,71,55.88,50,ND Library &  Information Science
90b1ceda,"Literature in English, Financial Accounting, Government, Mathematics, Economics","B3, F9, C4, D7, E8","Physics, English Language, Biology, Mathematics",163,150,35,37.88,61.75,None
2cf21415,"Chemistry, Mathematics, Commerce, Literature in English, Agricultural Science","C5, B3, C4, E8, C5","Government, Literature in English, Physics, Commerce",269,150,43,55.12,60.38,None
a236db45,"Literature in English, Geography, Government, Economics, Agricultural Science","F9, D7, E8, C5, B3","Economics, Commerce, Literature in English, Physics",195,160,23,35.88,50,None
6a491234,"Economics, English Language, Agricultural Science, Literature in English, Civic Education","B2, B3, C6, F9, D7","Economics, Commerce, Geography, Chemistry",196,150,89,69,56.5,ND Office Technology & Mgt
0789fdd4,"Commerce, Physics, Literature in English, Mathematics, English Language","E8, F9, D7, B3, E8","Geography, Commerce, Biology, Mathematics",249,150,36,49.12,57.38,None
0a6a75c1,"Economics, English Language, Commerce, Chemistry, Physics","C5, C5, D7, C6, F9","Government, Biology, Mathematics, English Language",288,150,61,66.5,50,ND Surveying & Geo-Informatics
6b67b6f1,"Literature in English, Chemistry, Commerce, Economics, Agricultural Science","F9, A1, A1, B3, B3","Chemistry, Biology, Geography, Commerce",340,150,78,81.5,54,ND Hospitality Management
98f17560,"Biology, Agricultural Science, Chemistry, Government, English Language","B2, C5, D7, C4, C4","Geography, English Language, Biology, Physics",198,150,94,71.75,58,ND Architectural Technology
0b20f102,"Civic Education, Agricultural Science, English Language, Economics, Literature in English","D7, C4, C6, E8, F9","Literature in English, Geography, Chemistry, Mathematics",194,160,64,56.25,50,B.Sc Physics Education
14a5f6cf,"Commerce, Agricultural Science, Financial Accounting, English Language, Chemistry","C6, B3, E8, C4, B2","Geography, Commerce, Government, English Language",195,150,21,34.88,64.38,None
98ee4c93,"Biology, Chemistry, Geography, Financial Accounting, English Language","A1, F9, C4, C4, A1","Physics, Mathematics, Biology, Chemistry",172,160,41,42,50,None
157678ca,"English Language, Geography, Literature in English, Commerce, Physics","D7, F9, C5, D7, C5","Commerce, Physics, Government, Literature in English",221,150,46,50.62,50,ND Printing Technology
5b43f329,"Financial Accounting, Geography, Agricultural Science, Literature in English, Government","E8, B2, B2, C6, D7","Commerce, Physics, Chemistry, Literature in English",156,150,35,37,54,None
84836740,"Government, Financial Accounting, Civic Education, Economics, Mathematics","C6, C5, B2, C6, C4","Economics, Biology, Literature in English, Mathematics",287,160,56,63.88,50,B.Sc Mathematics Education
aab92f1e,"Civic Education, Agricultural Science, Financial Accounting, Mathematics, Biology","D7, E8, C6, B2, C4","Government, Literature in English, Chemistry, Biology",303,150,47,61.38,54.88,ND Nutrition & Dietetics
61cf6f74,"Chemistry, Literature in English, Mathematics, Agricultural Science, English Language","B3, D7, B3, A1, B3","Chemistry, Physics, Literature in English, Biology",287,150,46,58.88,61.5,None
b8d9e862,"Economics, Government, Literature in English, Civic Education, Mathematics","F9, D7, B3, B3, A1","Mathematics, Economics, English Language, Geography",268,160,78,72.5,50,B.Sc Art Education
82a9373a,"Geography, Financial Accounting, English Language, Civic Education, Agricultural Science","C4, C4, D7, B2, E8","Geography, Mathematics, Commerce, Physics",220,150,28,41.5,58.5,None
fc709ea2,"Commerce, Agricultural Science, Biology, Government, Chemistry","B2, B2, A1, E8, D7","Mathematics, Chemistry, Geography, Government",273,150,48,58.12,56.75,ND Chemical Engineering
586ab368,"Chemistry, Biology, Government, Physics, Mathematics","C5, C5, B2, C5, C5","Mathematics, Literature in English, Economics, Geography",262,150,59,62.25,62.13,ND Mass Communication
4d150dc3,"Government, Economics, Commerce, Agricultural Science, Physics","B3, E8, B2, B2, C5","Chemistry, Literature in English, Mathematics, Commerce",272,150,53,60.5,50,ND Statistics
851047c8,"Economics, Agricultural Science, Civic Education, Biology, Mathematics","D7, C6, F9, B3, C5","Government, Commerce, Chemistry, Biology",224,150,32,44,60.38,None
91d3c448,"English Language, Physics, Literature in English, Geography, Economics","F9, C6, B3, C6, C6","Biology, Geography, Mathematics, English Language",245,150,39,50.12,50.88,None
f74d6811,"Government, Agricultural Science, Physics, Economics, Commerce","B2, D7, F9, C5, C4","Mathematics, Geography, Government, Physics",276,150,44,56.5,50,ND Quantity Surveying
31123465,"Economics, Commerce, Mathematics, English Language, Chemistry","E8, B3, C6, D7, C5","Biology, Geography, Government, English Language",231,150,27,42.38,50.63,None
fac1b33a,"Biology, Mathematics, Civic Education, Literature in English, Physics","E8, A1, E8, C5, A1","Geography, Mathematics, English Language, Literature in English",290,150,73,72.75,63.25,ND Public Administration
0f10d858,"Biology, Commerce, Mathematics, Economics, Chemistry","B2, B2, B3, F9, B3","Government, Literature in English, Geography, Chemistry",247,150,24,42.88,50,None
af476a4f,"Physics, Financial Accounting, Agricultural Science, Chemistry, English Language","A1, B3, C6, C5, C4","Geography, Physics, Mathematics, Biology",313,160,77,77.62,50,B.Sc Business Education
60cee9ed,"Commerce, Agricultural Science, Economics, Physics, Civic Education","B3, B3, B3, A1, C5","Chemistry, Economics, Government, Biology",180,150,93,69,54,ND Hospitality Management
6c86a16e,"Mathematics, Literature in English, Civic Education, Economics, Physics","E8, C4, B3, D7, C6","Commerce, Government, Biology, Physics",216,160,61,57.5,50,B.Sc Biology Education
018f82fc,"Chemistry, Commerce, English Language, Literature in English, Government","C5, B3, F9, F9, C5","Government, Commerce, Physics, Mathematics",262,150,68,66.75,64.38,ND Science Laboratory Technology
bde82a58,"Civic Education, Physics, Geography, Financial Accounting, Chemistry","C4, C5, C4, F9, C4","Economics, Commerce, Chemistry, Government",260,150,98,81.5,56.25,ND Estate Management
3d9c1764,"Geography, Chemistry, Civic Education, Physics, Biology","E8, C4, F9, A1, A1","Commerce, Literature in English, Chemistry, Government",287,150,50,60.88,58.38,ND Marketing
386ce03d,"English Language, Physics, Agricultural Science, Geography, Chemistry","C6, C5, F9, C6, B2","English Language, Mathematics, Government, Biology",265,160,72,69.12,50,B.Sc Business Education
1135bd9a,"Economics, Physics, Mathematics, English Language, Biology","B2, F9, B2, A1, C6","Commerce, Chemistry, Economics, Government",346,150,98,92.25,50,ND Textile Technology
b8f63a39,"Civic Education, Government, Financial Accounting, Chemistry, Literature in English","E8, E8, C4, C6, C4","Government, Commerce, Literature in English, Physics",285,160,24,47.62,50,None
782e55c0,"Agricultural Science, Civic Education, Financial Accounting, Literature in English, Geography","C6, B2, C5, D7, B2","Mathematics, Economics, English Language, Biology",229,150,21,39.12,51.5,None
9c3de409,"Mathematics, Government, Economics, Commerce, Civic Education","B2, C5, C5, B3, A1","Chemistry, Literature in English, Biology, Economics",231,160,32,44.88,50,None
3e71924f,"Mathematics, Economics, Literature in English, Chemistry, Financial Accounting","C5, E8, F9, B3, C6","Biology, Economics, Commerce, Geography",231,150,49,53.38,59.25,None
e617b883,"Agricultural Science, English Language, Economics, Physics, Geography","B3, C5, C4, C5, D7","Literature in English, Economics, Chemistry, Biology",171,150,29,35.88,62.13,None
f4d5529f,"Physics, Economics, Literature in English, Government, Civic Education","F9, B3, F9, C5, B3","English Language, Commerce, Physics, Economics",213,150,78,65.62,58.38,ND Marketing
c414df8a,"Financial Accounting, English Language, Physics, Economics, Mathematics","E8, C4, C6, E8, B3","Biology, Mathematics, Physics, Government",336,150,86,85,50,ND Polymer Technology
1961d50f,"Literature in English, Agricultural Science, Biology, English Language, Physics","D7, A1, B3, B2, E8","Physics, Government, Chemistry, Literature in English",265,150,20,43.12,56.25,None
951c74cb,"Commerce, Geography, Literature in English, Chemistry, Mathematics","F9, B3, C4, A1, C4","English Language, Economics, Commerce, Literature in English",216,160,44,49,50,None
e38ec32d,"English Language, Government, Mathematics, Geography, Literature in English","C4, B2, F9, C4, C4","Literature in English, English Language, Commerce, Biology",307,150,87,81.88,61.5,ND Electrical & Electronics Engineering
9c459aec,"Commerce, Biology, Financial Accounting, Literature in English, Civic Education","C4, B3, C5, A1, C4","Mathematics, English Language, Economics, Physics",228,150,52,54.5,50.88,ND Agricultural & Bio-Environmental Engineering
cca83b22,"Financial Accounting, English Language, Agricultural Science, Biology, Civic Education","D7, F9, C6, C6, B3","Economics, Commerce, Geography, Physics",311,160,72,74.88,50,B.Sc Art Education
d6eccc91,"Agricultural Science, Commerce, Literature in English, English Language, Geography","C6, F9, A1, C4, B2","Literature in English, Biology, Economics, Geography",337,150,51,67.62,50,ND Polymer Technology
ff05f97e,"Government, Physics, Economics, Chemistry, Literature in English","E8, B3, B2, C4, D7","English Language, Literature in English, Mathematics, Economics",239,150,90,74.88,58.5,ND Business Administration & Management
10b07bd5,"Biology, Civic Education, Government, Economics, Physics","C5, B2, D7, E8, C6","Physics, Geography, Government, Literature in English",277,150,32,50.62,64.38,None
d4001a43,"Agricultural Science, Government, Chemistry, Economics, Biology","B2, B3, C5, C5, B2","Government, English Language, Literature in English, Biology",172,150,100,71.5,50,ND Polymer Technology
8ea851f1,"Biology, English Language, Chemistry, Economics, Literature in English","C5, F9, A1, E8, B3","Biology, Geography, English Language, Commerce",260,150,64,64.5,50,ND Textile Technology
020d2363,"Economics, Mathematics, Civic Education, Government, Chemistry","B2, C4, C4, F9, C4","Biology, Economics, Mathematics, Literature in English",216,150,61,57.5,50,ND Library &  Information Science
f10edf88,"Agricultural Science, Chemistry, Biology, English Language, Mathematics","C5, C6, C5, E8, F9","Biology, Chemistry, Physics, Economics",222,160,53,54.25,50,B.Sc Art Education
a0766d38,"Agricultural Science, Financial Accounting, Government, Biology, Civic Education","F9, C4, C4, C4, D7","Biology, Commerce, Government, Mathematics",170,150,45,43.75,50.88,None
1.75E+11,"Commerce, Mathematics, Economics, Literature in English, Chemistry","F9, E8, A1, B3, B2","Physics, Biology, Literature in English, Geography",155,150,48,43.38,56.5,None
8b8f2ca1,"Literature in English, Chemistry, Government, Geography, Physics","E8, C5, C6, D7, B3","Economics, English Language, Biology, Government",217,150,52,53.12,63.25,None
4235a041,"Literature in English, Financial Accounting, English Language, Chemistry, Mathematics","B3, B3, C4, C4, F9","Physics, Government, Geography, Commerce",213,160,37,45.12,50,None
b0771b7c,"Financial Accounting, Biology, Government, Commerce, English Language","F9, C5, B2, A1, C4","Mathematics, Chemistry, Biology, Economics",296,150,67,70.5,56.13,ND Civil Engineering
2c0af699,"Biology, Mathematics, Government, Literature in English, Physics","B2, D7, A1, C5, C6","Chemistry, Geography, Mathematics, Physics",255,150,78,70.88,54.88,ND Nutrition & Dietetics
ccca79f4,"Physics, English Language, Civic Education, Government, Economics","C5, C4, B3, C5, A1","Chemistry, Geography, Economics, Biology",244,160,99,80,50,B.Sc Biology Education
2f02b1c0,"Geography, Economics, Mathematics, Government, Financial Accounting","C6, D7, F9, B2, D7","Mathematics, Commerce, Biology, Physics",181,150,80,62.62,50,ND Urban & Regional Planning
cffdb133,"Financial Accounting, Economics, Chemistry, Commerce, Physics","B3, E8, F9, B3, A1","Mathematics, Chemistry, English Language, Government",229,150,81,69.12,58,ND Architectural Technology
3a5572ea,"Government, Civic Education, Economics, Literature in English, English Language","C4, B2, B2, F9, E8","English Language, Biology, Physics, Government",259,150,86,75.38,54.75,ND Marine Engineering
24686446,"Biology, Mathematics, Chemistry, Physics, Civic Education","C4, C4, B3, A1, D7","Mathematics, Literature in English, Biology, Economics",300,150,96,85.5,50,ND Printing Technology
31b98ff3,"Physics, Mathematics, Biology, Government, Literature in English","E8, B2, C5, A1, F9","Government, Economics, Chemistry, Biology",293,160,73,73.12,50,B.Sc Business Education
dbc4a886,"Economics, Civic Education, Agricultural Science, Chemistry, Government","C5, C5, B3, C6, C4","Biology, Literature in English, Government, Mathematics",169,150,40,41.12,59.25,None
fb5d2b0b,"Commerce, Agricultural Science, Government, Literature in English, Economics","A1, B3, C4, D7, F9","Chemistry, Literature in English, Biology, Economics",258,150,98,81.25,58.5,ND Business Administration & Management
1b5aee2d,"Mathematics, Literature in English, Civic Education, Agricultural Science, Government","C6, F9, C6, D7, C6","Chemistry, Economics, Mathematics, Biology",284,150,65,68,58.5,ND General Art
10728545,"English Language, Chemistry, Economics, Literature in English, Government","F9, B3, C6, F9, C4","Geography, Biology, Mathematics, Government",324,150,63,72,50,ND Polymer Technology
aab82ffc,"Biology, Mathematics, Civic Education, Geography, English Language","C6, F9, C5, A1, B2","Government, English Language, Physics, Chemistry",299,150,20,47.38,59.75,None
151fe45c,"Biology, Civic Education, Chemistry, English Language, Agricultural Science","C4, C4, B2, B3, C4","Commerce, Mathematics, Biology, Literature in English",262,150,97,81.25,58.5,ND General Art
45694901,"Economics, Financial Accounting, Literature in English, Physics, Chemistry","F9, C4, D7, C4, C5","Chemistry, Literature in English, Government, Economics",182,150,53,49.25,56.13,None
8dee7090,"Civic Education, Financial Accounting, Mathematics, Literature in English, Chemistry","B2, C6, E8, C6, C4","Chemistry, Government, Commerce, Physics",315,150,47,62.88,50,ND Quantity Surveying
611fa796,"Geography, Commerce, Biology, English Language, Chemistry","F9, C5, A1, C4, D7","Mathematics, English Language, Geography, Government",335,150,89,86.38,59.25,ND Mechatronics Engineering
de270bdd,"Chemistry, Physics, Agricultural Science, Geography, Civic Education","C6, E8, B2, B3, D7","Commerce, Economics, Geography, Physics",212,150,86,69.5,56.75,ND Chemical Engineering
ef4c8c88,"Civic Education, Physics, Biology, Literature in English, Agricultural Science","E8, C5, B3, C4, C4","Commerce, Mathematics, Government, Economics",161,150,68,54.12,54.75,None
014f786f,"Government, Physics, Mathematics, Geography, Civic Education","D7, B3, D7, A1, E8","Chemistry, Economics, Commerce, Geography",215,160,52,52.88,50,B.Sc Art Education
a4eb832c,"Financial Accounting, English Language, Commerce, Mathematics, Literature in English","B2, B2, C4, C5, F9","English Language, Government, Geography, Mathematics",300,150,52,63.5,50,ND Textile Technology
afa846f7,"Literature in English, Financial Accounting, Biology, Government, Agricultural Science","B3, F9, A1, B3, C5","Government, Biology, Literature in English, Economics",335,150,42,62.88,50,ND Metallurgical Engineering
65698cf6,"Biology, Financial Accounting, Literature in English, Government, Agricultural Science","F9, B3, D7, F9, C4","Geography, Chemistry, Literature in English, Mathematics",164,160,69,55,50,B.Sc Chemistry Education
13cc5027,"Civic Education, Agricultural Science, Government, Chemistry, Economics","B2, C4, C6, C4, C6","Mathematics, Geography, English Language, Government",219,150,25,39.88,50,None
f270953e,"Mathematics, Government, Physics, Biology, Chemistry","E8, F9, B3, F9, B2","English Language, Mathematics, Economics, Geography",237,150,25,42.12,56.75,None
2978c3e7,"Economics, Biology, Agricultural Science, Government, Mathematics","C4, C5, C4, C6, B3","Economics, Government, Geography, Literature in English",346,150,77,81.75,61.75,ND Computer Science
539d0650,"English Language, Financial Accounting, Biology, Chemistry, Mathematics","B2, C6, C5, C5, F9","Biology, Economics, Government, Chemistry",236,150,85,72,50,ND Quantity Surveying
73197327,"Agricultural Science, Physics, Biology, Economics, Financial Accounting","B3, B3, C6, C6, C6","Physics, Geography, Economics, Chemistry",304,160,52,64,50,B.Sc Chemistry Education
ff26524e,"Government, Geography, Civic Education, Physics, Mathematics","B2, A1, B3, E8, C4","Biology, Literature in English, Economics, Physics",166,160,76,58.75,50,B.Sc Art Education
2937769d,"Literature in English, Mathematics, Agricultural Science, Civic Education, Chemistry","C4, D7, E8, E8, B3","English Language, Chemistry, Physics, Geography",348,150,98,92.5,56.13,ND Civil Engineering
e8b6768f,"Chemistry, Commerce, Civic Education, English Language, Government","B3, C5, C4, C4, E8","Geography, Commerce, Economics, Government",259,150,78,71.38,59.25,ND Mechatronics Engineering
adbd5dcf,"Geography, Financial Accounting, Physics, Biology, Agricultural Science","C6, D7, C6, F9, C4","Geography, Physics, Mathematics, Government",347,150,89,87.88,50,ND Printing Technology
07c94812,"Biology, Physics, Literature in English, Government, Civic Education","E8, B2, C5, E8, B2","English Language, Commerce, Literature in English, Physics",210,150,85,68.75,50,ND Library &  Information Science
d957d6be,"Agricultural Science, Government, Financial Accounting, Geography, Literature in English","A1, B2, C5, F9, E8","Physics, Biology, Mathematics, Literature in English",246,150,88,74.75,60.38,ND Fashion Design
0ca3ab22,"Financial Accounting, Civic Education, Chemistry, Economics, Literature in English","C5, B3, F9, A1, C4","Literature in English, Economics, English Language, Physics",173,150,38,40.62,50,None
433bb743,"Chemistry, Agricultural Science, Biology, Financial Accounting, English Language","C5, C5, C6, E8, F9","Mathematics, Economics, Physics, Biology",313,150,99,88.62,56.25,ND Estate Management
7ae4b3ef,"Government, Physics, Mathematics, Financial Accounting, Literature in English","A1, E8, C4, E8, C4","Commerce, Mathematics, Chemistry, English Language",163,150,28,34.38,64.38,None
c9e72f3b,"Government, Economics, Chemistry, Civic Education, Commerce","D7, C6, C5, A1, F9","Biology, Government, Geography, Mathematics",204,150,62,56.5,50,ND Library &  Information Science
b1926823,"Government, Commerce, Civic Education, Geography, Biology","D7, D7, E8, C5, D7","Mathematics, Government, Physics, Commerce",286,160,55,63.25,50,B.Sc Chemistry Education
04e64cee,"Geography, English Language, Government, Mathematics, Commerce","E8, C6, C4, F9, F9","Government, Economics, Geography, Biology",177,150,41,42.62,58.38,None
